Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
88,No,84,70,38,7.5,7.2
94,Yes,74,70,36,7.5,8.3
77,Yes,58,64,35,6.5,6.5
97,Yes,97,76,41,8.5,8.8
84,Yes,62,67,35,6.3,7.1
85,No,78,69,39,7.2,7.7
94,Yes,53,68,28,6.2,6.9
72,Yes,96,67,40,8.4,8.4
52,Yes,27,40,16,3.5,3.8
96,Yes,68,67,29,6.4,7.1
96,Yes,56,73,33,6.7,7.5
99,Yes,88,71,39,8.2,8.4
96,No,63,70,36,6.6,6.5
48,Yes,36,40,16,4.2,4.6
93,Yes,96,73,43,8.2,9.0
76,Yes,80,65,31,6.8,7.8
100,Yes,93,73,38,8.6,9.2
79,Yes,61,70,31,6.7,6.9
82,Yes,96,66,43,8.0,8.7
55,Yes,29,32,15,3.2,3.4
53,Yes,21,24,13,2.6,2.6
55,Yes,32,37,14,3.2,3.8
96,No,78,70,41,7.4,7.8
92,Yes,90,72,40,8.5,8.4
66,No,90,66,40,7.4,7.9
91,Yes,82,74,41,8.0,8.1
85,No,59,67,31,5.9,5.8
49,Yes,30,38,14,3.5,3.8
70,Yes,53,60,32,5.3,6.3
94,No,60,68,35,5.9,6.8
88,No,82,69,41,8.0,8.0
82,No,95,74,46,8.7,8.9
43,Yes,20,31,11,2.5,2.8
64,Yes,67,63,31,6.7,7.4
79,Yes,91,66,35,7.9,7.8
68,No,98,65,45,8.3,8.0
68,No,67,60,26,6.8,5.9
86,Yes,59,69,31,6.0,6.6
96,No,60,69,36,6.0,6.7
76,Yes,70,67,38,7.2,7.2
68,Yes,53,65,26,5.7,6.5
86,Yes,74,70,37,7.2,7.3
95,Yes,87,71,42,7.5,8.4
41,Yes,29,41,13,3.2,3.8
95,Yes,99,70,42,8.2,8.9
81,Yes,73,67,31,6.7,7.7
90,Yes,51,67,33,6.1,6.7
66,No,74,65,34,7.4,6.6
57,Yes,40,33,21,3.4,4.7
50,Yes,20,24,13,2.7,3.4
80,Yes,61,68,35,6.1,7.3
97,No,86,74,36,7.8,7.7
95,Yes,65,68,37,6.8,7.2
65,No,88,61,36,7.8,7.3
54,Yes,25,39,16,3.7,3.5
74,Yes,90,66,42,7.8,8.7
72,Yes,78,69,37,7.6,8.1
85,Yes,54,62,30,5.5,6.9
96,Yes,69,71,35,7.4,8.2
98,Yes,67,71,39,6.8,8.0
86,Yes,91,72,45,8.4,9.1
94,Yes,81,69,42,7.7,8.0
51,No,28,39,18,3.1,3.7
57,No,44,20,18,3.4,3.3
81,Yes,85,68,40,7.9,8.0
82,Yes,53,69,26,5.8,6.0
52,Yes,24,29,13,2.8,2.9
69,Yes,64,70,32,6.8,6.9
75,No,89,65,38,7.8,7.8
75,No,77,67,39,7.0,6.8
44,Yes,31,23,11,2.5,3.2
78,Yes,95,69,43,8.2,8.4
90,Yes,75,69,39,6.9,8.3
90,No,81,71,33,8.0,7.7
56,Yes,27,28,9,2.8,3.0
83,No,76,65,36,6.9,7.1
59,No,37,24,10,2.7,3.4
79,No,71,63,29,6.4,6.9
98,Yes,52,71,33,6.4,6.8
69,Yes,92,64,39,8.0,8.5
63,Yes,97,69,37,8.7,8.5
96,No,72,69,30,7.2,6.8
94,Yes,75,70,33,6.8,7.8
59,No,44,42,19,4.3,3.9
87,No,100,70,40,8.5,8.6
97,No,95,74,41,8.5,8.8
50,Yes,41,44,19,4.2,4.6
94,Yes,89,73,38,7.7,8.2
83,Yes,80,66,40,7.2,7.7
75,Yes,51,67,28,6.3,6.9
97,No,72,76,38,7.7,7.5
77,No,57,61,31,5.5,6.3
82,Yes,94,68,43,8.0,8.7
78,Yes,51,63,31,5.8,6.0
83,Yes,94,67,42,8.2,8.5
79,Yes,97,66,38,7.9,8.2
62,Yes,54,62,28,5.8,6.1
95,Yes,86,69,37,8.2,8.1
50,No,38,37,22,3.3,4.3
84,No,98,66,42,8.0,8.4
66,Yes,90,63,42,7.7,7.9
60,No,85,64,39,7.4,7.1
70,Yes,96,64,38,7.6,8.2
88,No,58,67,30,6.7,6.4
64,Yes,69,66,37,7.1,7.6
96,Yes,92,68,44,7.9,9.0
69,Yes,55,62,26,5.9,6.3
68,Yes,97,68,36,7.8,8.4
67,No,87,63,36,7.1,6.8
61,No,72,62,32,6.8,6.7
91,No,67,72,36,6.7,6.6
95,No,57,69,31,6.8,6.8
85,Yes,55,67,30,5.8,6.2
68,Yes,71,65,33,6.7,7.5
71,No,92,69,37,8.2,7.6
79,Yes,77,72,34,7.2,7.7
98,Yes,73,70,32,7.4,8.0
70,No,66,91,41,7.5,7.5
89,Yes,58,65,31,6.3,7.1
78,Yes,100,62,41,8.5,8.9
72,Yes,51,65,26,5.5,6.2
58,Yes,29,31,15,2.8,4.1
63,No,88,67,34,8.0,7.9
92,No,76,72,38,7.0,7.0
70,Yes,66,60,32,5.9,7.0
89,No,100,69,42,8.4,8.0
63,No,81,61,37,7.3,7.1
98,Yes,65,70,36,6.3,7.7
68,No,92,68,39,8.2,8.3
95,Yes,58,75,30,6.8,7.2
92,No,73,75,33,7.3,6.9
99,No,92,72,40,7.9,7.9
79,Yes,99,66,41,8.1,8.2
89,No,69,71,31,6.5,6.7
75,No,57,70,31,6.1,6.3
67,Yes,78,63,31,7.5,7.1
78,Yes,97,72,42,8.9,8.6
67,Yes,83,65,39,7.4,7.6
45,Yes,35,24,19,2.7,3.2
64,Yes,65,65,33,6.9,7.0
52,Yes,22,38,18,2.7,3.5
85,Yes,94,71,38,8.6,8.5
82,Yes,69,68,34,7.1,7.0
86,No,62,66,31,6.6,6.2
65,No,74,60,29,7.2,6.7
82,No,69,68,32,7.0,6.9
71,Yes,73,67,37,7.2,7.6
98,No,55,71,28,6.7,6.1
49,No,37,33,18,3.5,4.0
57,No,38,29,14,3.3,3.3
62,No,70,63,36,6.4,6.3
71,No,98,64,36,8.4,8.0
54,Yes,39,40,23,3.9,4.9
60,Yes,68,64,32,6.4,7.2
70,Yes,63,69,34,7.1,7.7
87,Yes,84,71,42,8.2,8.1
69,No,65,64,30,6.1,5.9
80,Yes,96,65,42,8.5,8.6
96,No,56,69,35,6.5,6.9
40,No,44,41,23,4.1,4.5
76,Yes,61,68,36,6.5,7.5
75,Yes,80,68,38,7.2,8.1
78,Yes,92,65,44,7.6,8.2
67,No,59,65,34,6.3,6.6
85,No,79,66,33,7.1,6.7
75,No,57,66,29,6.6,6.4
94,Yes,78,71,40,7.4,8.2
90,Yes,51,68,25,6.3,6.7
84,Yes,78,65,32,7.6,7.2
75,Yes,76,63,30,7.3,7.7
68,No,52,66,33,5.8,6.3
91,Yes,84,71,38,8.0,8.3
79,Yes,79,65,36,7.3,7.4
44,Yes,30,28,12,2.5,3.2
68,Yes,76,66,36,6.8,7.7
67,No,86,64,42,7.6,7.6
91,Yes,76,70,40,7.8,8.0
69,Yes,96,70,38,8.0,8.7
57,No,34,44,24,4.3,3.8
78,Yes,86,70,38,7.6,8.6
83,No,96,71,36,8.3,8.4
95,No,96,70,41,8.1,7.8
95,No,63,70,31,7.0,6.7
78,Yes,100,66,37,7.9,8.2
61,No,63,64,32,6.7,6.9
77,No,51,66,29,5.4,5.8
84,Yes,98,68,40,8.3,8.9
82,No,61,61,28,5.6,5.8
86,Yes,79,72,42,7.5,7.9
66,No,99,66,44,8.2,8.4
86,Yes,52,68,28,5.5,6.5
67,No,63,61,30,6.0,5.8
90,Yes,80,67,38,7.6,7.8
74,Yes,88,66,39,8.1,8.6
88,Yes,90,74,40,8.3,9.2
62,Yes,94,66,40,8.2,8.7
76,Yes,58,67,35,6.7,7.5
88,Yes,69,71,31,6.7,7.4
69,Yes,86,66,39,8.0,8.7
92,Yes,86,71,43,8.0,8.2
85,Yes,65,72,31,7.2,7.8
44,Yes,36,26,12,3.3,3.6
74,Yes,66,62,29,6.3,6.6
79,Yes,95,66,40,8.1,8.1
84,Yes,95,69,42,8.6,8.8
41,Yes,22,37,12,2.5,3.1
88,Yes,66,69,35,7.2,7.5
77,Yes,70,69,30,6.7,7.0
68,Yes,99,64,36,7.7,7.9
69,Yes,97,68,41,8.6,8.3
60,Yes,81,63,40,6.9,7.7
72,Yes,52,64,26,5.9,6.1
90,Yes,60,69,36,6.5,6.9
92,No,72,71,35,7.4,7.1
68,No,98,67,37,8.7,8.7
98,No,55,67,35,5.7,6.8
80,Yes,90,66,39,7.7,8.2
97,Yes,60,67,34,6.7,6.9
50,No,43,35,15,3.8,3.5
89,Yes,88,69,40,7.6,8.2
63,Yes,85,62,39,7.7,7.7
69,Yes,89,66,41,8.1,8.2
60,Yes,32,22,11,2.3,3.1
56,Yes,27,23,17,2.4,3.6
74,No,68,68,37,7.1,7.2
91,No,91,66,43,7.5,8.3
74,Yes,52,66,28,5.8,6.8
93,No,76,67,38,7.2,7.8
65,Yes,96,66,38,8.0,8.1
67,Yes,94,69,40,8.6,8.4
74,No,90,72,41,8.4,8.5
76,Yes,51,60,25,6.0,6.4
46,Yes,28,40,17,3.1,3.8
91,Yes,96,72,38,8.9,8.9
64,Yes,83,64,37,7.4,8.0
45,Yes,44,41,18,4.0,4.6
93,No,74,76,40,7.3,7.5
63,No,88,59,34,7.3,7.6
98,Yes,91,67,38,7.7,8.9
99,Yes,67,73,31,6.6,7.1
64,No,66,64,31,6.3,6.5
72,No,87,67,33,7.3,7.4
75,Yes,84,69,39,7.6,8.2
47,Yes,29,41,20,3.5,4.1
84,Yes,71,67,33,7.2,7.7
52,Yes,41,37,19,4.0,5.0
90,No,52,86,33,7.0,6.6
65,Yes,54,62,33,5.9,6.2
93,No,79,69,34,7.3,7.6
88,Yes,61,68,34,6.9,7.2
83,Yes,89,99,49,9.7,9.8
52,Yes,38,33,20,3.6,3.9
88,Yes,85,68,36,7.6,7.7
68,Yes,95,67,41,8.0,8.1
77,Yes,57,66,27,5.7,6.6
80,No,63,66,31,6.8,6.4
62,Yes,63,62,31,6.7,7.2
98,Yes,89,72,35,7.9,8.3
65,Yes,76,64,30,7.3,7.2
58,Yes,43,41,18,4.6,4.4
44,Yes,25,21,13,2.5,2.9
61,Yes,95,68,38,8.0,8.8
97,Yes,85,75,37,7.7,8.3
59,No,28,44,16,3.1,3.3
81,Yes,98,65,43,8.6,9.1
69,No,92,68,40,8.5,8.0
65,Yes,59,67,27,6.0,6.8
75,Yes,75,63,29,7.3,7.7
70,Yes,74,67,38,6.9,7.3
80,Yes,92,67,37,8.2,8.0
99,Yes,57,73,36,6.3,6.9
49,Yes,27,34,13,2.6,3.8
96,No,82,71,37,7.5,8.0
86,No,97,67,43,8.3,8.4
79,Yes,95,68,43,8.0,8.4
94,Yes,77,68,36,7.5,7.8
79,Yes,80,66,32,7.6,7.5
95,Yes,93,68,36,8.3,8.7
46,No,23,33,14,2.9,2.5
65,No,94,68,41,7.8,7.9
94,Yes,95,74,38,8.6,9.0
56,Yes,23,23,8,2.3,2.6
50,Yes,30,38,21,3.5,3.8
98,No,66,70,37,7.2,7.1
62,Yes,70,65,29,7.1,7.6
46,No,21,36,18,3.1,3.2
75,No,65,65,28,6.9,6.4
85,No,66,68,34,6.5,6.7
92,Yes,70,68,32,6.9,7.2
71,Yes,98,66,36,8.7,8.6
82,No,72,70,39,7.2,7.7
88,No,57,66,30,6.4,6.6
65,Yes,50,64,24,5.9,6.1
93,No,62,70,36,6.9,7.1
84,No,97,68,38,8.2,8.0
98,Yes,98,74,38,8.1,8.5
74,Yes,76,71,32,7.8,7.9
64,Yes,82,61,32,7.4,7.6
80,No,90,64,39,8.1,8.2
54,No,30,21,15,2.3,2.8
99,Yes,69,73,34,7.0,7.5
62,Yes,82,62,37,7.4,7.6
90,Yes,95,71,41,7.8,8.2
81,Yes,86,68,36,8.0,8.4
75,Yes,68,67,38,7.0,7.9
63,No,95,63,43,7.6,8.0
85,No,83,71,36,7.4,7.6
83,Yes,92,72,39,8.5,8.3
71,No,69,66,30,6.6,6.3
96,Yes,50,67,31,5.7,6.9
53,Yes,40,32,16,4.0,3.8
78,No,96,68,44,8.6,8.0
59,Yes,30,43,16,4.1,4.6
64,Yes,80,65,36,7.6,7.8
97,Yes,70,66,35,6.6,7.6
75,Yes,71,69,33,6.9,7.0
63,No,70,64,32,6.5,6.2
75,Yes,53,65,29,5.8,6.5
55,Yes,43,34,19,3.9,4.4
81,No,53,65,27,5.7,5.6
88,Yes,53,70,29,6.1,7.1
58,Yes,39,44,19,4.4,4.6
71,Yes,85,62,34,7.5,7.9
93,No,56,69,36,6.7,6.5
63,No,63,62,27,6.5,6.6
94,Yes,83,69,34,7.1,8.1
64,No,56,66,30,5.7,5.8
49,Yes,28,38,13,3.7,4.0
74,Yes,74,66,39,7.2,7.8
84,No,98,64,44,8.1,7.9
66,Yes,60,63,29,6.1,6.3
63,No,52,69,27,6.0,5.8
69,Yes,80,68,37,6.9,7.6
65,Yes,66,63,27,6.7,6.4
72,Yes,79,64,39,6.8,8.1
81,Yes,74,66,33,6.6,7.3
84,Yes,73,71,33,6.7,7.4
92,Yes,93,72,46,8.1,8.9
86,No,60,88,37,7.0,7.6
84,Yes,75,66,37,6.7,7.4
76,Yes,71,65,38,6.4,7.4
54,Yes,28,26,15,2.4,3.2
77,Yes,53,62,26,5.8,5.8
94,No,76,68,40,7.5,7.6
69,Yes,74,65,30,7.1,7.6
60,No,99,62,36,7.9,7.6
86,No,88,74,41,7.7,7.6
68,Yes,58,64,32,5.8,6.2
96,No,75,72,33,7.0,6.9
94,No,89,70,40,7.5,8.4
63,No,76,65,32,6.6,7.3
64,Yes,68,66,33,6.6,6.8
80,Yes,69,67,30,7.1,7.5
84,Yes,68,73,32,6.9,7.2
71,Yes,51,65,28,5.4,5.8
89,No,87,74,37,8.1,8.4
84,No,81,66,38,7.5,7.3
73,No,63,67,30,6.4,6.6
55,No,36,43,18,3.9,3.5
54,No,26,35,17,2.7,3.6
69,Yes,62,63,35,6.6,7.4
93,No,87,73,41,7.7,7.8
77,Yes,90,68,42,7.5,7.9
83,Yes,81,66,36,7.0,7.9
52,No,28,35,15,3.1,3.1
95,No,68,66,31,6.4,6.4
75,No,54,62,30,5.5,5.8
56,Yes,28,44,13,3.7,4.0
91,No,63,68,31,6.6,6.2
48,Yes,31,37,17,3.2,3.7
68,Yes,68,65,36,6.7,7.5
96,Yes,84,73,42,7.5,7.9
68,Yes,78,64,35,6.7,7.3
61,Yes,91,67,42,8.2,9.0
61,No,92,69,39,8.2,7.6
85,Yes,53,60,32,5.8,6.8
56,No,38,43,23,4.3,3.8
72,Yes,94,70,37,8.7,8.6
73,Yes,70,66,35,6.4,7.6
43,Yes,37,37,15,3.7,4.1
59,No,29,32,15,3.5,2.9
62,No,78,58,31,7.1,6.7
97,Yes,63,69,35,6.8,7.5
69,Yes,91,64,34,7.5,7.8
100,No,60,72,29,6.4,6.6
67,Yes,68,60,36,6.3,7.3
91,Yes,55,70,36,6.4,7.5
69,Yes,79,62,37,7.3,7.7
63,Yes,97,66,45,8.5,9.0
95,Yes,59,66,31,6.3,7.3
40,Yes,41,29,16,3.1,4.2
76,Yes,71,64,38,6.8,7.5
88,Yes,87,72,42,8.0,9.0
82,Yes,99,71,40,8.4,9.3
94,No,53,68,29,6.5,6.6
57,Yes,30,23,17,2.6,3.0
81,Yes,68,64,29,6.6,7.3
79,Yes,58,65,32,6.2,6.3
40,Yes,23,31,16,2.2,2.9
96,No,96,75,44,8.3,8.5
67,Yes,90,61,42,7.2,8.0
66,No,66,68,29,6.9,6.7
83,No,97,70,38,7.9,7.6
86,No,55,71,28,6.0,5.9
68,Yes,66,66,37,6.9,7.1
76,Yes,83,66,34,7.9,8.4
98,Yes,100,70,38,8.7,8.9
70,No,73,62,29,7.1,6.9
55,Yes,33,23,9,2.8,3.0
90,No,96,72,37,8.2,8.1
78,Yes,50,63,26,6.0,6.2
98,Yes,64,69,32,6.6,7.4
89,Yes,55,68,35,6.5,7.3
78,Yes,89,67,41,7.9,8.0
55,Yes,27,42,14,3.8,3.9
88,Yes,55,67,33,6.6,6.8
41,Yes,21,24,15,2.3,2.5
95,No,76,69,39,6.9,7.8
74,Yes,85,67,39,7.7,7.8
72,Yes,89,71,41,7.7,8.5
69,Yes,54,87,37,6.9,7.3
62,No,74,62,37,6.9,6.4
62,Yes,58,64,33,6.0,6.6
95,No,88,74,41,7.7,8.2
87,Yes,83,69,41,7.8,8.0
86,No,86,65,40,7.5,7.2
85,Yes,54,66,27,6.4,6.9
60,Yes,44,24,17,3.4,3.8
79,No,92,68,40,7.6,7.4
95,No,86,70,43,8.0,7.7
74,No,93,68,36,7.8,7.7
97,Yes,60,69,29,6.5,7.1
88,Yes,64,66,29,6.7,7.3
70,Yes,72,65,38,7.3,7.1
83,Yes,76,71,35,7.0,8.2
81,Yes,63,66,28,6.7,7.2
66,Yes,69,61,35,7.0,6.9
84,Yes,84,69,41,7.6,7.8
73,No,82,65,36,7.0,7.7
57,Yes,40,38,16,4.4,4.3
98,Yes,99,73,41,9.0,9.6
86,Yes,78,68,38,6.9,7.4
95,Yes,74,70,40,7.3,7.8
87,Yes,98,72,44,8.5,8.9
74,Yes,57,68,35,6.3,7.4
81,No,77,68,32,7.6,7.4
87,Yes,90,71,44,7.6,8.2
98,Yes,70,68,38,7.2,8.2
56,Yes,22,43,21,3.2,3.5
95,Yes,95,70,36,8.1,8.7
41,Yes,43,44,21,4.7,4.9
87,Yes,62,73,33,6.6,7.0
97,Yes,68,72,38,6.6,7.4
46,No,39,27,16,3.4,3.3
98,No,56,69,33,5.9,6.1
88,Yes,62,68,31,6.8,7.2
62,No,94,64,40,8.1,7.8
96,Yes,78,71,35,7.3,7.5
41,Yes,39,40,18,3.7,4.4
78,Yes,97,70,40,8.4,8.4
83,Yes,89,72,40,8.3,8.2
66,Yes,68,65,35,6.7,7.7
79,No,88,70,35,7.4,7.4
50,No,34,29,14,3.4,3.2
59,No,41,38,19,3.8,4.3
71,Yes,66,67,31,6.3,6.8
60,Yes,60,65,26,6.4,7.1
77,Yes,63,62,36,6.5,7.1
89,No,54,68,29,6.1,6.0
92,No,74,68,36,6.8,6.9
98,No,70,68,29,6.4,6.3
84,Yes,50,68,33,5.6,6.5
70,Yes,93,62,42,8.0,8.4
97,Yes,84,72,34,7.7,8.5
91,No,72,69,32,7.0,6.6
83,No,98,68,39,8.7,8.8
88,Yes,97,71,46,8.6,9.1
43,Yes,21,32,13,3.0,3.2
88,No,81,71,38,7.6,7.9
75,Yes,91,65,34,7.9,7.8
89,No,59,68,33,6.7,6.9
62,Yes,56,60,26,5.9,6.7
75,Yes,63,68,31,6.6,7.2
76,No,64,66,35,6.5,6.4
67,No,98,66,45,8.5,8.7
61,Yes,89,62,37,7.8,7.7
65,No,53,61,31,5.9,5.8
86,No,89,69,41,7.5,7.6
92,Yes,58,69,27,6.2,7.0
100,Yes,68,74,35,7.5,8.0
74,Yes,66,62,30,6.2,6.7
59,Yes,25,43,13,3.5,4.3
56,No,44,40,16,3.7,3.7
67,Yes,88,66,38,8.1,8.6
89,Yes,63,72,30,6.8,7.3
90,No,90,69,35,8.0,8.0
64,Yes,55,65,34,5.9,7.0
94,No,80,72,37,7.4,7.4
93,Yes,93,69,40,8.0,8.9
61,No,54,60,28,6.1,5.5
55,No,23,27,13,3.0,3.1
62,No,76,63,38,6.7,7.1
73,No,67,63,35,6.8,6.8
80,Yes,55,68,28,6.0,6.5
81,Yes,84,68,40,7.1,7.9
60,No,30,35,11,3.4,3.4
40,No,35,43,18,3.7,4.0
75,Yes,86,64,40,7.2,7.9
62,No,97,65,40,8.5,8.2
72,Yes,67,67,38,6.5,7.0
58,No,40,35,20,3.4,3.5
54,Yes,34,28,14,2.7,3.3
71,Yes,55,87,33,7.4,7.6
65,Yes,76,67,32,7.1,7.7
93,Yes,51,72,27,6.3,6.7
100,Yes,91,69,35,8.5,9.1
73,Yes,64,65,29,6.3,7.0
75,Yes,67,66,32,6.8,7.6
85,No,84,70,37,8.0,7.7
89,Yes,89,71,43,8.3,8.4
76,Yes,70,67,31,6.4,7.3
96,No,83,72,37,7.9,8.1
82,No,98,63,35,8.1,7.7
54,Yes,22,37,19,3.1,3.4
86,No,85,72,41,7.4,7.9
98,No,97,72,42,8.8,9.1
92,No,94,70,37,8.4,8.2
62,No,86,67,39,7.3,8.0
73,No,96,68,38,8.3,7.9
42,Yes,36,22,10,3.1,3.0
73,No,75,70,32,7.5,7.7
88,No,75,67,39,7.2,7.0
93,Yes,50,71,26,6.4,6.8
89,Yes,52,69,34,5.9,6.4
100,Yes,87,74,38,8.4,8.9
71,No,78,63,37,6.9,7.0
95,Yes,88,72,41,7.9,8.5
91,Yes,97,71,45,8.1,9.3
74,No,73,64,33,6.4,6.6
55,Yes,25,31,16,3.1,3.6
41,No,42,35,16,3.6,4.1
92,Yes,55,69,29,6.6,7.0
81,Yes,81,68,39,7.4,8.0
72,Yes,76,67,39,6.7,7.8
86,Yes,86,71,36,7.9,8.0
86,Yes,68,70,33,6.7,7.4
54,No,22,35,13,2.6,3.2
61,No,62,60,32,6.1,6.5
77,No,84,69,40,7.2,7.4
83,Yes,74,71,37,6.9,7.3
95,Yes,77,69,39,7.2,8.3
58,Yes,23,20,6,2.5,3.2
81,Yes,92,73,43,8.7,9.1
90,No,100,68,42,8.8,8.3
78,Yes,66,67,32,7.1,7.5
90,No,86,74,42,8.4,8.0
68,No,59,68,33,6.3,6.2
75,No,87,69,34,7.9,7.3
60,No,31,41,20,4.0,4.0
61,Yes,80,68,40,7.1,7.9
89,No,62,66,30,6.4,6.5
56,Yes,38,35,15,3.2,3.5
76,Yes,59,66,33,6.4,6.6
78,Yes,96,72,46,8.8,8.9
94,Yes,53,69,34,5.9,7.0
91,Yes,64,68,32,6.7,7.5
72,Yes,78,66,34,6.8,8.0
50,Yes,41,21,20,3.3,4.1
87,No,79,71,33,7.6,7.2
83,Yes,61,61,33,5.7,6.3
66,Yes,93,63,39,7.6,8.1
72,Yes,80,66,31,6.9,7.1
96,No,62,69,29,6.6,6.4
88,Yes,78,71,39,7.4,8.6
99,Yes,84,73,42,8.1,8.2
91,Yes,84,72,38,7.6,8.3
98,No,86,73,36,8.4,7.9
69,Yes,95,65,37,8.2,8.7
91,Yes,91,71,41,8.1,8.4
61,Yes,80,65,37,7.4,7.6
59,No,39,37,16,4.2,4.1
79,Yes,87,69,35,8.1,8.4
74,No,99,63,37,7.6,7.3
59,Yes,35,28,12,3.6,4.1
94,Yes,80,70,38,7.2,8.0
61,Yes,88,64,35,7.5,8.4
84,No,82,64,38,7.2,7.8
75,Yes,96,68,44,8.6,9.2
77,Yes,74,65,30,6.9,6.8
56,No,43,37,24,3.9,4.3
72,Yes,52,66,25,6.0,6.7
98,Yes,95,70,45,8.2,8.8
67,Yes,63,66,34,6.8,7.2
87,No,99,69,41,8.4,8.3
87,No,60,69,30,6.5,6.2
70,No,63,64,28,6.7,6.6
73,Yes,74,64,36,7.0,7.5
42,Yes,33,24,13,3.0,3.1
90,Yes,72,67,30,7.1,7.2
73,Yes,68,63,36,6.3,7.1
81,Yes,77,67,34,6.7,7.8
62,No,98,65,39,8.0,7.8
68,Yes,98,64,45,8.3,9.2
79,No,66,68,29,7.1,6.5
63,Yes,84,64,32,7.5,8.1
94,No,86,70,41,7.8,7.7
89,Yes,83,70,37,7.7,8.0
40,Yes,37,39,15,3.3,3.8
88,Yes,77,69,32,7.1,7.9
98,No,88,70,43,7.4,8.4
57,No,24,36,11,3.0,2.7
84,Yes,67,65,34,6.1,7.1
99,Yes,60,66,29,6.5,6.9
86,Yes,94,70,39,8.2,8.7
61,Yes,93,63,36,7.5,7.9
89,No,58,69,32,6.1,6.0
96,Yes,88,74,43,8.6,9.0
51,Yes,44,35,20,4.1,4.8
83,No,84,66,32,7.5,7.8
87,Yes,75,68,39,7.4,7.5
100,No,74,67,37,6.9,6.9
64,Yes,94,66,42,8.1,8.9
87,No,82,65,33,7.4,7.7
71,Yes,62,66,34,5.9,6.9
86,Yes,56,69,30,6.0,7.2
84,No,97,67,39,8.6,7.9
66,Yes,58,69,32,6.8,7.2
68,No,87,66,36,7.4,7.3
85,No,75,64,30,7.3,6.7
65,No,57,61,31,5.8,5.6
71,Yes,89,61,42,7.9,8.2
93,Yes,95,70,44,8.3,8.8
73,No,56,65,33,6.4,6.5
59,No,34,21,9,2.4,3.2
98,No,92,69,36,8.1,7.9
69,Yes,75,63,32,6.7,7.5
49,No,40,38,20,3.7,3.9
58,Yes,23,25,8,2.0,2.9
90,No,71,68,35,7.3,7.0
96,Yes,65,74,36,7.2,7.9
97,Yes,78,70,39,7.6,8.0
91,Yes,58,68,33,6.4,6.8
69,No,86,67,39,7.2,8.0
61,No,77,65,34,6.8,7.3
75,No,92,66,42,8.2,8.0
49,Yes,39,26,14,3.5,3.7
54,Yes,25,44,21,3.1,3.9
86,Yes,80,70,34,7.7,7.6
62,Yes,66,60,29,6.0,6.3
93,Yes,68,68,34,7.0,7.8
70,Yes,83,71,36,7.3,7.7
77,Yes,86,68,42,7.6,8.5
87,Yes,58,67,29,6.6,7.0
49,Yes,21,43,18,3.4,3.5
78,No,55,65,31,6.1,6.0
63,No,80,60,33,6.6,7.0
76,No,77,65,38,6.8,7.5
91,No,80,70,37,7.9,7.7
97,Yes,77,69,33,7.3,7.6
77,No,53,64,26,5.4,5.3
77,No,100,67,38,8.7,7.8
88,Yes,99,73,39,8.3,8.9
52,No,23,23,7,1.9,2.4
71,Yes,60,67,36,6.5,7.5
78,Yes,59,66,26,6.2,6.6
92,No,53,69,29,6.2,6.1
84,No,81,64,39,7.3,7.2
64,Yes,74,69,33,6.7,7.4
85,Yes,71,66,35,7.0,7.3
58,Yes,44,25,16,3.5,4.3
80,Yes,94,67,40,8.2,8.5
81,No,54,67,33,5.6,5.9
95,No,77,68,40,7.1,7.3
78,No,85,65,40,7.2,8.0
59,Yes,40,30,19,3.5,4.7
48,Yes,35,41,20,4.1,4.1
95,Yes,77,71,34,7.6,8.4
67,Yes,88,63,32,7.5,7.4
51,Yes,35,21,15,3.0,3.6
67,Yes,94,70,38,7.7,8.1
91,Yes,54,67,34,6.3,6.9
79,Yes,79,68,36,7.2,8.0
74,Yes,89,63,38,8.0,8.0
74,Yes,84,70,42,7.6,8.1
94,No,71,69,38,7.4,7.1
82,Yes,66,66,34,6.3,7.2
49,No,40,27,21,3.7,3.4
96,No,71,68,37,6.6,6.7
50,No,42,38,16,3.7,4.0
73,Yes,92,67,35,7.6,7.9
98,Yes,66,69,36,6.8,7.5
61,Yes,82,64,31,7.5,8.1
50,No,20,28,11,2.3,2.7
96,No,81,71,35,7.5,7.9
52,Yes,23,22,13,2.1,3.3
57,Yes,28,23,16,2.9,3.0
72,Yes,84,66,42,7.6,8.5
84,Yes,100,64,40,8.1,8.7
55,No,33,38,19,3.8,3.7
45,Yes,35,29,13,2.9,3.6
96,Yes,73,71,36,7.1,7.5
51,Yes,39,33,22,3.8,4.4
68,Yes,85,65,40,7.4,8.4
97,Yes,59,70,36,6.0,7.6
59,Yes,39,35,16,4.2,4.8
66,Yes,68,57,30,5.8,6.1
64,No,70,59,31,6.0,6.0
83,Yes,61,64,31,6.3,6.4
65,Yes,74,67,36,7.1,7.3
40,No,28,35,18,3.1,3.6
72,Yes,65,67,36,6.2,7.1
71,Yes,85,65,33,7.4,7.5
84,Yes,81,71,36,7.2,7.8
93,Yes,69,67,32,7.0,7.1
90,Yes,66,69,38,6.6,7.5
54,Yes,44,29,20,3.8,4.2
60,Yes,26,26,11,2.9,3.7
99,No,86,75,42,8.5,8.5
60,Yes,71,59,35,6.2,7.4
95,No,86,71,37,7.5,8.1
68,No,75,71,39,7.0,7.8
98,No,54,66,34,6.0,6.1
74,No,99,69,38,8.7,7.9
